"vaccine","age","sex","year","event_type","seriousness","count"
"Pneumococcal","50-59 years","female",2018,"ER","non-serious",32
"Pneumococcal","50-59 years","female",2018,"ER","serious",11
"Pneumococcal","50-59 years","female",2018,"ER / office visit","non-serious",5
"Pneumococcal","50-59 years","female",2018,"ER / office visit","serious",1
"Pneumococcal","50-59 years","female",2018,"hospitalized","serious",10
"Pneumococcal","50-59 years","female",2018,"life threatening","serious",2
"Pneumococcal","50-59 years","female",2018,"office visit","non-serious",99
"Pneumococcal","50-59 years","female",2018,"office visit","serious",6
"Pneumococcal","50-59 years","female",2018,"disability","serious",6
"Pneumococcal","50-59 years","female",2019,"ER","non-serious",32
"Pneumococcal","50-59 years","female",2019,"ER","serious",3
"Pneumococcal","50-59 years","female",2019,"ER / office visit","non-serious",4
"Pneumococcal","50-59 years","female",2019,"hospitalized","serious",5
"Pneumococcal","50-59 years","female",2019,"life threatening","serious",2
"Pneumococcal","50-59 years","female",2019,"office visit","non-serious",87
"Pneumococcal","50-59 years","female",2019,"office visit","serious",4
"Pneumococcal","50-59 years","female",2019,"disability","serious",3
"Pneumococcal","50-59 years","female",2020,"ER","non-serious",25
"Pneumococcal","50-59 years","female",2020,"ER","serious",1
"Pneumococcal","50-59 years","female",2020,"ER / office visit","non-serious",3
"Pneumococcal","50-59 years","female",2020,"hospitalized","serious",3
"Pneumococcal","50-59 years","female",2020,"office visit","non-serious",67
"Pneumococcal","50-59 years","female",2020,"office visit","serious",2
"Pneumococcal","50-59 years","female",2021,"ER","non-serious",14
"Pneumococcal","50-59 years","female",2021,"ER","serious",3
"Pneumococcal","50-59 years","female",2021,"hospitalized","serious",6
"Pneumococcal","50-59 years","female",2021,"life threatening","serious",2
"Pneumococcal","50-59 years","female",2021,"office visit","non-serious",22
"Pneumococcal","50-59 years","female",2021,"office visit","serious",1
"Pneumococcal","50-59 years","female",2022,"ER","non-serious",5
"Pneumococcal","50-59 years","female",2022,"ER","serious",2
"Pneumococcal","50-59 years","female",2022,"hospitalized","serious",3
"Pneumococcal","50-59 years","female",2022,"life threatening","serious",2
"Pneumococcal","50-59 years","female",2022,"office visit","non-serious",9
"Pneumococcal","50-59 years","female",2022,"office visit","serious",3
"Pneumococcal","50-59 years","female",2022,"disability","serious",1
"Pneumococcal","50-59 years","male",1991,"ER / office visit","non-serious",1
"Pneumococcal","50-59 years","male",1991,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",1992,"ER / office visit","non-serious",2
"Pneumococcal","50-59 years","male",1992,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",1993,"ER / office visit","non-serious",3
"Pneumococcal","50-59 years","male",1993,"ER / office visit","serious",1
"Pneumococcal","50-59 years","male",1993,"hospitalized","serious",4
"Pneumococcal","50-59 years","male",1994,"ER / office visit","non-serious",4
"Pneumococcal","50-59 years","male",1994,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",1994,"life threatening","serious",1
"Pneumococcal","50-59 years","male",1994,"disability","serious",1
"Pneumococcal","50-59 years","male",1995,"ER / office visit","non-serious",5
"Pneumococcal","50-59 years","male",1995,"ER / office visit","serious",1
"Pneumococcal","50-59 years","male",1995,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",1996,"ER / office visit","serious",1
"Pneumococcal","50-59 years","male",1996,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",1997,"ER / office visit","non-serious",6
"Pneumococcal","50-59 years","male",1997,"ER / office visit","serious",1
"Pneumococcal","50-59 years","male",1997,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",1997,"disability","serious",1
"Pneumococcal","50-59 years","male",1998,"ER / office visit","non-serious",6
"Pneumococcal","50-59 years","male",1998,"ER / office visit","serious",4
"Pneumococcal","50-59 years","male",1998,"hospitalized","serious",3
"Pneumococcal","50-59 years","male",1998,"disability","serious",1
"Pneumococcal","50-59 years","male",1999,"ER / office visit","non-serious",6
"Pneumococcal","50-59 years","male",1999,"ER / office visit","serious",2
"Pneumococcal","50-59 years","male",1999,"hospitalized","serious",4
"Pneumococcal","50-59 years","male",1999,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2000,"ER / office visit","non-serious",12
"Pneumococcal","50-59 years","male",2000,"ER / office visit","serious",2
"Pneumococcal","50-59 years","male",2000,"hospitalized","serious",3
"Pneumococcal","50-59 years","male",2000,"disability","serious",1
"Pneumococcal","50-59 years","male",2001,"ER / office visit","non-serious",13
"Pneumococcal","50-59 years","male",2001,"ER / office visit","serious",1
"Pneumococcal","50-59 years","male",2001,"hospitalized","serious",3
"Pneumococcal","50-59 years","male",2002,"ER / office visit","non-serious",16
"Pneumococcal","50-59 years","male",2002,"ER / office visit","serious",2
"Pneumococcal","50-59 years","male",2002,"hospitalized","serious",3
"Pneumococcal","50-59 years","male",2002,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2002,"disability","serious",1
"Pneumococcal","50-59 years","male",2003,"death","serious",2
"Pneumococcal","50-59 years","male",2003,"ER / office visit","non-serious",10
"Pneumococcal","50-59 years","male",2003,"ER / office visit","serious",4
"Pneumococcal","50-59 years","male",2003,"hospitalized","serious",6
"Pneumococcal","50-59 years","male",2003,"life threatening","serious",2
"Pneumococcal","50-59 years","male",2003,"disability","serious",2
"Pneumococcal","50-59 years","male",2004,"ER / office visit","non-serious",21
"Pneumococcal","50-59 years","male",2004,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",2005,"ER / office visit","non-serious",18
"Pneumococcal","50-59 years","male",2005,"ER / office visit","serious",1
"Pneumococcal","50-59 years","male",2005,"hospitalized","serious",5
"Pneumococcal","50-59 years","male",2006,"ER / office visit","non-serious",24
"Pneumococcal","50-59 years","male",2006,"ER / office visit","serious",3
"Pneumococcal","50-59 years","male",2006,"hospitalized","serious",6
"Pneumococcal","50-59 years","male",2006,"life threatening","serious",2
"Pneumococcal","50-59 years","male",2006,"disability","serious",2
"Pneumococcal","50-59 years","male",2007,"death","serious",1
"Pneumococcal","50-59 years","male",2007,"ER / office visit","non-serious",28
"Pneumococcal","50-59 years","male",2007,"ER / office visit","serious",3
"Pneumococcal","50-59 years","male",2007,"hospitalized","serious",6
"Pneumococcal","50-59 years","male",2007,"life threatening","serious",3
"Pneumococcal","50-59 years","male",2007,"disability","serious",2
"Pneumococcal","50-59 years","male",2008,"death","serious",1
"Pneumococcal","50-59 years","male",2008,"ER / office visit","non-serious",27
"Pneumococcal","50-59 years","male",2008,"ER / office visit","serious",2
"Pneumococcal","50-59 years","male",2008,"hospitalized","serious",6
"Pneumococcal","50-59 years","male",2008,"disability","serious",4
"Pneumococcal","50-59 years","male",2009,"death","serious",2
"Pneumococcal","50-59 years","male",2009,"ER / office visit","non-serious",27
"Pneumococcal","50-59 years","male",2009,"ER / office visit","serious",1
"Pneumococcal","50-59 years","male",2009,"hospitalized","serious",5
"Pneumococcal","50-59 years","male",2009,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2009,"disability","serious",1
"Pneumococcal","50-59 years","male",2010,"ER / office visit","non-serious",34
"Pneumococcal","50-59 years","male",2010,"ER / office visit","serious",2
"Pneumococcal","50-59 years","male",2010,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",2010,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2010,"disability","serious",2
"Pneumococcal","50-59 years","male",2011,"ER / office visit","non-serious",30
"Pneumococcal","50-59 years","male",2011,"ER / office visit","serious",5
"Pneumococcal","50-59 years","male",2011,"hospitalized","serious",6
"Pneumococcal","50-59 years","male",2012,"ER / office visit","non-serious",23
"Pneumococcal","50-59 years","male",2012,"ER / office visit","serious",4
"Pneumococcal","50-59 years","male",2012,"hospitalized","serious",5
"Pneumococcal","50-59 years","male",2012,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2012,"disability","serious",3
"Pneumococcal","50-59 years","male",2013,"ER / office visit","non-serious",30
"Pneumococcal","50-59 years","male",2013,"ER / office visit","serious",5
"Pneumococcal","50-59 years","male",2013,"hospitalized","serious",5
"Pneumococcal","50-59 years","male",2013,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2013,"disability","serious",1
"Pneumococcal","50-59 years","male",2014,"ER / office visit","non-serious",31
"Pneumococcal","50-59 years","male",2014,"ER / office visit","serious",8
"Pneumococcal","50-59 years","male",2014,"hospitalized","serious",9
"Pneumococcal","50-59 years","male",2014,"life threatening","serious",2
"Pneumococcal","50-59 years","male",2014,"disability","serious",2
"Pneumococcal","50-59 years","male",2015,"ER / office visit","non-serious",43
"Pneumococcal","50-59 years","male",2015,"ER / office visit","serious",8
"Pneumococcal","50-59 years","male",2015,"hospitalized","serious",11
"Pneumococcal","50-59 years","male",2015,"life threatening","serious",4
"Pneumococcal","50-59 years","male",2015,"disability","serious",2
"Pneumococcal","50-59 years","male",2016,"death","serious",1
"Pneumococcal","50-59 years","male",2016,"ER / office visit","non-serious",27
"Pneumococcal","50-59 years","male",2016,"ER / office visit","serious",3
"Pneumococcal","50-59 years","male",2016,"hospitalized","serious",4
"Pneumococcal","50-59 years","male",2016,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2016,"disability","serious",1
"Pneumococcal","50-59 years","male",2017,"ER","non-serious",4
"Pneumococcal","50-59 years","male",2017,"ER","serious",1
"Pneumococcal","50-59 years","male",2017,"ER / office visit","non-serious",15
"Pneumococcal","50-59 years","male",2017,"ER / office visit","serious",1
"Pneumococcal","50-59 years","male",2017,"hospitalized","serious",3
"Pneumococcal","50-59 years","male",2017,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2017,"office visit","non-serious",20
"Pneumococcal","50-59 years","male",2017,"office visit","serious",1
"Pneumococcal","50-59 years","male",2017,"disability","serious",2
"Pneumococcal","50-59 years","male",2018,"ER","non-serious",11
"Pneumococcal","50-59 years","male",2018,"ER","serious",3
"Pneumococcal","50-59 years","male",2018,"ER / office visit","non-serious",3
"Pneumococcal","50-59 years","male",2018,"hospitalized","serious",5
"Pneumococcal","50-59 years","male",2018,"life threatening","serious",3
"Pneumococcal","50-59 years","male",2018,"office visit","non-serious",28
"Pneumococcal","50-59 years","male",2018,"office visit","serious",2
"Pneumococcal","50-59 years","male",2018,"disability","serious",2
"Pneumococcal","50-59 years","male",2019,"death","serious",1
"Pneumococcal","50-59 years","male",2019,"ER","non-serious",8
"Pneumococcal","50-59 years","male",2019,"ER","serious",4
"Pneumococcal","50-59 years","male",2019,"hospitalized","serious",5
"Pneumococcal","50-59 years","male",2019,"life threatening","serious",1
"Pneumococcal","50-59 years","male",2019,"office visit","non-serious",25
"Pneumococcal","50-59 years","male",2019,"office visit","serious",2
"Pneumococcal","50-59 years","male",2019,"disability","serious",1
"Pneumococcal","50-59 years","male",2020,"ER","non-serious",5
"Pneumococcal","50-59 years","male",2020,"ER","serious",2
"Pneumococcal","50-59 years","male",2020,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",2020,"office visit","non-serious",20
"Pneumococcal","50-59 years","male",2020,"office visit","serious",3
"Pneumococcal","50-59 years","male",2020,"disability","serious",2
"Pneumococcal","50-59 years","male",2021,"ER","non-serious",2
"Pneumococcal","50-59 years","male",2021,"hospitalized","serious",1
"Pneumococcal","50-59 years","male",2021,"office visit","non-serious",5
"Pneumococcal","50-59 years","male",2021,"disability","serious",1
"Pneumococcal","50-59 years","male",2022,"ER","serious",2
"Pneumococcal","50-59 years","male",2022,"hospitalized","serious",3
"Pneumococcal","50-59 years","male",2022,"office visit","non-serious",3
"Pneumococcal","50-59 years","male",2022,"office visit","serious",1
"Pneumococcal","50-59 years","male",2022,"disability","serious",1
"Pneumococcal","60-64 years","female",1990,"ER / office visit","non-serious",1
"Pneumococcal","60-64 years","female",1991,"ER / office visit","non-serious",2
"Pneumococcal","60-64 years","female",1992,"ER / office visit","non-serious",2
"Pneumococcal","60-64 years","female",1992,"ER / office visit","serious",1
"Pneumococcal","60-64 years","female",1992,"hospitalized","serious",2
"Pneumococcal","60-64 years","female",1993,"ER / office visit","non-serious",8
"Pneumococcal","60-64 years","female",1993,"life threatening","serious",1
"Pneumococcal","60-64 years","female",1993,"disability","serious",1
"Pneumococcal","60-64 years","female",1994,"ER / office visit","non-serious",16
"Pneumococcal","60-64 years","female",1994,"hospitalized","serious",1
"Pneumococcal","60-64 years","female",1995,"ER / office visit","non-serious",8
"Pneumococcal","60-64 years","female",1995,"ER / office visit","serious",1
"Pneumococcal","60-64 years","female",1995,"hospitalized","serious",1
"Pneumococcal","60-64 years","female",1996,"ER / office visit","non-serious",7
"Pneumococcal","60-64 years","female",1997,"ER / office visit","non-serious",10
"Pneumococcal","60-64 years","female",1997,"hospitalized","serious",1
"Pneumococcal","60-64 years","female",1997,"life threatening","serious",1
"Pneumococcal","60-64 years","female",1998,"ER / office visit","non-serious",16
"Pneumococcal","60-64 years","female",1998,"ER / office visit","serious",1
"Pneumococcal","60-64 years","female",1998,"hospitalized","serious",3
"Pneumococcal","60-64 years","female",1998,"life threatening","serious",1
"Pneumococcal","60-64 years","female",1999,"ER / office visit","non-serious",15
"Pneumococcal","60-64 years","female",1999,"ER / office visit","serious",1
"Pneumococcal","60-64 years","female",1999,"hospitalized","serious",2
"Pneumococcal","60-64 years","female",2000,"ER / office visit","non-serious",19
"Pneumococcal","60-64 years","female",2000,"ER / office visit","serious",1
"Pneumococcal","60-64 years","female",2000,"hospitalized","serious",5
"Pneumococcal","60-64 years","female",2001,"death","serious",1
"Pneumococcal","60-64 years","female",2001,"ER / office visit","non-serious",20
"Pneumococcal","60-64 years","female",2001,"hospitalized","serious",1
"Pneumococcal","60-64 years","female",2002,"ER / office visit","non-serious",21
"Pneumococcal","60-64 years","female",2002,"ER / office visit","serious",5
"Pneumococcal","60-64 years","female",2002,"hospitalized","serious",5
"Pneumococcal","60-64 years","female",2002,"life threatening","serious",2
"Pneumococcal","60-64 years","female",2002,"disability","serious",2
"Pneumococcal","60-64 years","female",2003,"ER / office visit","non-serious",29
"Pneumococcal","60-64 years","female",2003,"ER / office visit","serious",2
"Pneumococcal","60-64 years","female",2003,"hospitalized","serious",2
"Pneumococcal","60-64 years","female",2003,"life threatening","serious",1
"Pneumococcal","60-64 years","female",2004,"ER / office visit","non-serious",29
"Pneumococcal","60-64 years","female",2004,"ER / office visit","serious",1
"Pneumococcal","60-64 years","female",2004,"hospitalized","serious",1
"Pneumococcal","60-64 years","female",2004,"life threatening","serious",1
"Pneumococcal","60-64 years","female",2004,"disability","serious",1
"Pneumococcal","60-64 years","female",2005,"ER / office visit","non-serious",47
"Pneumococcal","60-64 years","female",2005,"ER / office visit","serious",1
"Pneumococcal","60-64 years","female",2005,"hospitalized","serious",1
"Pneumococcal","60-64 years","female",2005,"disability","serious",1
"Pneumococcal","60-64 years","female",2006,"death","serious",1
"Pneumococcal","60-64 years","female",2006,"ER / office visit","non-serious",40
"Pneumococcal","60-64 years","female",2006,"ER / office visit","serious",1
"Pneumococcal","60-64 years","female",2006,"hospitalized","serious",2
"Pneumococcal","60-64 years","female",2007,"ER / office visit","non-serious",51
"Pneumococcal","60-64 years","female",2007,"ER / office visit","serious",4
"Pneumococcal","60-64 years","female",2007,"hospitalized","serious",2
"Pneumococcal","60-64 years","female",2007,"disability","serious",3
"Pneumococcal","60-64 years","female",2008,"ER / office visit","non-serious",49
"Pneumococcal","60-64 years","female",2008,"ER / office visit","serious",4
"Pneumococcal","60-64 years","female",2008,"hospitalized","serious",4
"Pneumococcal","60-64 years","female",2008,"life threatening","serious",1
"Pneumococcal","60-64 years","female",2008,"disability","serious",2
"Pneumococcal","60-64 years","female",2009,"ER / office visit","non-serious",37
"Pneumococcal","60-64 years","female",2009,"ER / office visit","serious",7
"Pneumococcal","60-64 years","female",2009,"hospitalized","serious",5
"Pneumococcal","60-64 years","female",2009,"life threatening","serious",2
"Pneumococcal","60-64 years","female",2009,"disability","serious",2
"Pneumococcal","60-64 years","female",2010,"ER / office visit","non-serious",60
"Pneumococcal","60-64 years","female",2010,"ER / office visit","serious",7
"Pneumococcal","60-64 years","female",2010,"hospitalized","serious",9
"Pneumococcal","60-64 years","female",2010,"life threatening","serious",4
"Pneumococcal","60-64 years","female",2010,"disability","serious",3
"Pneumococcal","60-64 years","female",2011,"ER / office visit","non-serious",39
"Pneumococcal","60-64 years","female",2011,"ER / office visit","serious",3
"Pneumococcal","60-64 years","female",2011,"hospitalized","serious",6
"Pneumococcal","60-64 years","female",2011,"life threatening","serious",1
"Pneumococcal","60-64 years","female",2011,"disability","serious",1
"Pneumococcal","60-64 years","female",2012,"ER / office visit","non-serious",54
"Pneumococcal","60-64 years","female",2012,"ER / office visit","serious",2
"Pneumococcal","60-64 years","female",2012,"hospitalized","serious",3
"Pneumococcal","60-64 years","female",2012,"life threatening","serious",2
"Pneumococcal","60-64 years","female",2013,"ER / office visit","non-serious",50
"Pneumococcal","60-64 years","female",2013,"ER / office visit","serious",6
"Pneumococcal","60-64 years","female",2013,"hospitalized","serious",7
"Pneumococcal","60-64 years","female",2014,"ER / office visit","non-serious",48
"Pneumococcal","60-64 years","female",2014,"ER / office visit","serious",4
"Pneumococcal","60-64 years","female",2014,"hospitalized","serious",4
"Pneumococcal","60-64 years","female",2014,"disability","serious",2
"Pneumococcal","60-64 years","female",2015,"ER / office visit","non-serious",38
"Pneumococcal","60-64 years","female",2015,"ER / office visit","serious",3
"Pneumococcal","60-64 years","female",2015,"hospitalized","serious",4
"Pneumococcal","60-64 years","female",2016,"ER / office visit","non-serious",52
"Pneumococcal","60-64 years","female",2016,"ER / office visit","serious",3
"Pneumococcal","60-64 years","female",2016,"hospitalized","serious",3
"Pneumococcal","60-64 years","female",2016,"life threatening","serious",1
"Pneumococcal","60-64 years","female",2016,"disability","serious",1
"Pneumococcal","60-64 years","female",2017,"ER","non-serious",3
"Pneumococcal","60-64 years","female",2017,"ER","serious",4
"Pneumococcal","60-64 years","female",2017,"ER / office visit","non-serious",23
"Pneumococcal","60-64 years","female",2017,"ER / office visit","serious",2
"Pneumococcal","60-64 years","female",2017,"hospitalized","serious",5
"Pneumococcal","60-64 years","female",2017,"office visit","non-serious",36
"Pneumococcal","60-64 years","female",2017,"office visit","serious",2
"Pneumococcal","60-64 years","female",2017,"disability","serious",3
"Pneumococcal","60-64 years","female",2018,"ER","non-serious",14
"Pneumococcal","60-64 years","female",2018,"ER","serious",2
"Pneumococcal","60-64 years","female",2018,"ER / office visit","non-serious",3
"Pneumococcal","60-64 years","female",2018,"hospitalized","serious",3
"Pneumococcal","60-64 years","female",2018,"office visit","non-serious",55
"Pneumococcal","60-64 years","female",2018,"office visit","serious",4
"Pneumococcal","60-64 years","female",2018,"disability","serious",2
"Pneumococcal","60-64 years","female",2019,"ER","non-serious",10
"Pneumococcal","60-64 years","female",2019,"ER","serious",1
"Pneumococcal","60-64 years","female",2019,"hospitalized","serious",3
"Pneumococcal","60-64 years","female",2019,"office visit","non-serious",58
"Pneumococcal","60-64 years","female",2019,"office visit","serious",2
"Pneumococcal","60-64 years","female",2019,"disability","serious",1
"Pneumococcal","60-64 years","female",2020,"ER","non-serious",9
"Pneumococcal","60-64 years","female",2020,"ER","serious",2
"Pneumococcal","60-64 years","female",2020,"hospitalized","serious",1
"Pneumococcal","60-64 years","female",2020,"office visit","non-serious",33
"Pneumococcal","60-64 years","female",2020,"office visit","serious",2
"Pneumococcal","60-64 years","female",2020,"disability","serious",1
"Pneumococcal","60-64 years","female",2021,"ER","non-serious",2
"Pneumococcal","60-64 years","female",2021,"hospitalized","serious",1
"Pneumococcal","60-64 years","female",2021,"office visit","non-serious",14
"Pneumococcal","60-64 years","female",2022,"ER","non-serious",2
"Pneumococcal","60-64 years","female",2022,"ER","serious",2
"Pneumococcal","60-64 years","female",2022,"ER / office visit","non-serious",1
"Pneumococcal","60-64 years","female",2022,"hospitalized","serious",3
"Pneumococcal","60-64 years","female",2022,"life threatening","serious",2
"Pneumococcal","60-64 years","female",2022,"office visit","non-serious",10
"Pneumococcal","60-64 years","female",2022,"office visit","serious",3
"Pneumococcal","60-64 years","female",2022,"disability","serious",2
"Pneumococcal","60-64 years","male",1991,"ER / office visit","non-serious",2
"Pneumococcal","60-64 years","male",1991,"hospitalized","serious",2
"Pneumococcal","60-64 years","male",1991,"life threatening","serious",1
"Pneumococcal","60-64 years","male",1992,"ER / office visit","non-serious",1
"Pneumococcal","60-64 years","male",1992,"hospitalized","serious",1
"Pneumococcal","60-64 years","male",1993,"ER / office visit","non-serious",3
"Pneumococcal","60-64 years","male",1994,"ER / office visit","serious",1
"Pneumococcal","60-64 years","male",1994,"hospitalized","serious",1
"Pneumococcal","60-64 years","male",1994,"life threatening","serious",1
"Pneumococcal","60-64 years","male",1995,"death","serious",1
"Pneumococcal","60-64 years","male",1995,"ER / office visit","non-serious",4
"Pneumococcal","60-64 years","male",1995,"hospitalized","serious",2
"Pneumococcal","60-64 years","male",1996,"ER / office visit","non-serious",4
"Pneumococcal","60-64 years","male",1996,"ER / office visit","serious",1
"Pneumococcal","60-64 years","male",1996,"hospitalized","serious",2
"Pneumococcal","60-64 years","male",1996,"life threatening","serious",1
"Pneumococcal","60-64 years","male",1997,"ER / office visit","non-serious",6
"Pneumococcal","60-64 years","male",1997,"ER / office visit","serious",1
"Pneumococcal","60-64 years","male",1997,"hospitalized","serious",2
"Pneumococcal","60-64 years","male",1998,"ER / office visit","non-serious",5
"Pneumococcal","60-64 years","male",1998,"hospitalized","serious",2
"Pneumococcal","60-64 years","male",1998,"life threatening","serious",3
"Pneumococcal","60-64 years","male",1999,"ER / office visit","non-serious",8
"Pneumococcal","60-64 years","male",1999,"ER / office visit","serious",1
"Pneumococcal","60-64 years","male",1999,"hospitalized","serious",2
"Pneumococcal","60-64 years","male",1999,"life threatening","serious",2
"Pneumococcal","60-64 years","male",2000,"death","serious",1
"Pneumococcal","60-64 years","male",2000,"ER / office visit","non-serious",8
"Pneumococcal","60-64 years","male",2000,"ER / office visit","serious",3
"Pneumococcal","60-64 years","male",2000,"hospitalized","serious",1
"Pneumococcal","60-64 years","male",2000,"life threatening","serious",1
"Pneumococcal","60-64 years","male",2000,"disability","serious",1
"Pneumococcal","60-64 years","male",2001,"ER / office visit","non-serious",4
"Pneumococcal","60-64 years","male",2001,"ER / office visit","serious",2
"Pneumococcal","60-64 years","male",2001,"hospitalized","serious",2
"Pneumococcal","60-64 years","male",2002,"ER / office visit","non-serious",10
"Pneumococcal","60-64 years","male",2002,"ER / office visit","serious",1
"Pneumococcal","60-64 years","male",2002,"hospitalized","serious",1
"Pneumococcal","60-64 years","male",2002,"disability","serious",1
"Pneumococcal","60-64 years","male",2003,"death","serious",2
"Pneumococcal","60-64 years","male",2003,"ER / office visit","non-serious",14
"Pneumococcal","60-64 years","male",2003,"ER / office visit","serious",4
"Pneumococcal","60-64 years","male",2003,"hospitalized","serious",3
"Pneumococcal","60-64 years","male",2003,"life threatening","serious",3
"Pneumococcal","60-64 years","male",2003,"disability","serious",1
"Pneumococcal","60-64 years","male",2004,"ER / office visit","non-serious",13
"Pneumococcal","60-64 years","male",2004,"ER / office visit","serious",3
"Pneumococcal","60-64 years","male",2004,"hospitalized","serious",3
"Pneumococcal","60-64 years","male",2004,"life threatening","serious",1
"Pneumococcal","60-64 years","male",2004,"disability","serious",2
"Pneumococcal","60-64 years","male",2005,"ER / office visit","non-serious",23
"Pneumococcal","60-64 years","male",2005,"ER / office visit","serious",4
"Pneumococcal","60-64 years","male",2005,"hospitalized","serious",5
"Pneumococcal","60-64 years","male",2006,"ER / office visit","non-serious",13
"Pneumococcal","60-64 years","male",2006,"ER / office visit","serious",3
"Pneumococcal","60-64 years","male",2006,"hospitalized","serious",2
"Pneumococcal","60-64 years","male",2006,"disability","serious",2
"Pneumococcal","60-64 years","male",2007,"ER / office visit","non-serious",18
"Pneumococcal","60-64 years","male",2007,"ER / office visit","serious",2
"Pneumococcal","60-64 years","male",2007,"hospitalized","serious",4
"Pneumococcal","60-64 years","male",2007,"life threatening","serious",2
"Pneumococcal","60-64 years","male",2007,"disability","serious",2
"Pneumococcal","60-64 years","male",2008,"ER / office visit","non-serious",26
"Pneumococcal","60-64 years","male",2008,"ER / office visit","serious",3
"Pneumococcal","60-64 years","male",2008,"hospitalized","serious",5
"Pneumococcal","60-64 years","male",2009,"ER / office visit","non-serious",24
"Pneumococcal","60-64 years","male",2009,"ER / office visit","serious",3
"Pneumococcal","60-64 years","male",2009,"hospitalized","serious",3
"Pneumococcal","60-64 years","male",2009,"disability","serious",2
"Pneumococcal","60-64 years","male",2010,"ER / office visit","non-serious",15
"Pneumococcal","60-64 years","male",2010,"ER / office visit","serious",5
"Pneumococcal","60-64 years","male",2010,"hospitalized","serious",5
"Pneumococcal","60-64 years","male",2010,"life threatening","serious",2
"Pneumococcal","60-64 years","male",2010,"disability","serious",4
"Pneumococcal","60-64 years","male",2011,"ER / office visit","non-serious",21
"Pneumococcal","60-64 years","male",2011,"ER / office visit","serious",4
"Pneumococcal","60-64 years","male",2011,"hospitalized","serious",8
"Pneumococcal","60-64 years","male",2011,"life threatening","serious",1
"Pneumococcal","60-64 years","male",2011,"disability","serious",2
"Pneumococcal","60-64 years","male",2012,"ER / office visit","non-serious",22
"Pneumococcal","60-64 years","male",2012,"ER / office visit","serious",7
"Pneumococcal","60-64 years","male",2012,"hospitalized","serious",6
"Pneumococcal","60-64 years","male",2012,"life threatening","serious",1
"Pneumococcal","60-64 years","male",2012,"disability","serious",1
"Pneumococcal","60-64 years","male",2013,"ER / office visit","non-serious",27
"Pneumococcal","60-64 years","male",2013,"ER / office visit","serious",1
"Pneumococcal","60-64 years","male",2013,"hospitalized","serious",1
"Pneumococcal","60-64 years","male",2014,"ER / office visit","non-serious",15
"Pneumococcal","60-64 years","male",2014,"ER / office visit","serious",2
"Pneumococcal","60-64 years","male",2014,"hospitalized","serious",5
"Pneumococcal","60-64 years","male",2014,"life threatening","serious",2
"Pneumococcal","60-64 years","male",2014,"disability","serious",1
"Pneumococcal","60-64 years","male",2015,"ER / office visit","non-serious",18
"Pneumococcal","60-64 years","male",2015,"ER / office visit","serious",3
"Pneumococcal","60-64 years","male",2015,"hospitalized","serious",3
"Pneumococcal","60-64 years","male",2015,"disability","serious",1
"Pneumococcal","60-64 years","male",2016,"ER / office visit","non-serious",17
"Pneumococcal","60-64 years","male",2016,"ER / office visit","serious",5
"Pneumococcal","60-64 years","male",2016,"hospitalized","serious",5
"Pneumococcal","60-64 years","male",2016,"life threatening","serious",3
"Pneumococcal","60-64 years","male",2016,"disability","serious",1
"Pneumococcal","60-64 years","male",2017,"ER","non-serious",2
"Pneumococcal","60-64 years","male",2017,"ER","serious",3
"Pneumococcal","60-64 years","male",2017,"ER / office visit","non-serious",17
"Pneumococcal","60-64 years","male",2017,"ER / office visit","serious",3
"Pneumococcal","60-64 years","male",2017,"hospitalized","serious",6
"Pneumococcal","60-64 years","male",2017,"life threatening","serious",3
"Pneumococcal","60-64 years","male",2017,"office visit","non-serious",16
"Pneumococcal","60-64 years","male",2017,"office visit","serious",3
"Pneumococcal","60-64 years","male",2017,"disability","serious",5
"Pneumococcal","60-64 years","male",2018,"ER","non-serious",9
"Pneumococcal","60-64 years","male",2018,"ER","serious",3
"Pneumococcal","60-64 years","male",2018,"ER / office visit","non-serious",2
"Pneumococcal","60-64 years","male",2018,"hospitalized","serious",4
"Pneumococcal","60-64 years","male",2018,"life threatening","serious",1
"Pneumococcal","60-64 years","male",2018,"office visit","non-serious",20
"Pneumococcal","60-64 years","male",2018,"office visit","serious",2
"Pneumococcal","60-64 years","male",2018,"disability","serious",1
"Pneumococcal","60-64 years","male",2019,"ER","non-serious",6
"Pneumococcal","60-64 years","male",2019,"ER","serious",1
"Pneumococcal","60-64 years","male",2019,"ER / office visit","non-serious",1
